concierge_brand_mappings	update_concierge_brand_mappings_updated_at	224_concierge_brand_routing.sql
concierge_briefs	trigger_concierge_briefs_updated_at	215_concierge_briefs.sql
content_library	trigger_content_library_updated_at	119_add_content_library_columns.sql
content_usage_log	set_tenant_id_content_usage_log	252_remaining_reference_tables.sql
content_variations	trigger_content_variations_updated_at	119_add_content_library_columns.sql
copilot_knowledge	trg_copilot_knowledge_updated_at	205_copilot_knowledge_vector.sql
copilot_settings	trigger_copilot_settings_updated_at	203_communication_copilot.sql
departments	trigger_departments_updated_at	214_create_departments.sql
departure_bookings	update_departure_count_on_booking	128_create_tour_departures.sql
email_messages	trg_update_unified_on_email	125_unified_conversations.sql
email_signatures	trg_email_signatures_updated_at	206_email_signatures.sql
entrance_fees	audit_entrance_fees	252_remaining_reference_tables.sql (dynamic)
entrance_fees	trigger_entrance_fees_updated_at	109_create_entrance_fees.sql
exchange_rates	exchange_rates_updated_at	122_create_exchange_rates.sql
expenses	update_expenses_updated_at	006_financial_tables_multi_tenancy.sql
fixed_daily_costs	trigger_fixed_daily_costs_updated_at	211_create_fixed_daily_costs.sql
flight_rates	audit_flight_rates	252_remaining_reference_tables.sql (dynamic)
flight_rates	trigger_flight_rates_updated_at	113_create_flight_rates.sql
follow_ups	auto_populate_follow_ups_tenant_id	019_client_related_tables.sql
follow_ups	update_follow_ups_updated_at	019_client_related_tables.sql
guide_rates	audit_guide_rates	252_remaining_reference_tables.sql (dynamic)
guide_rates	trigger_guide_rates_updated_at	117_add_guide_rates_columns.sql
guides	update_guides_updated_at	000_foundation_tables.sql
hotel_contacts	auto_populate_hotel_contacts_tenant_id	017_create_staff_tables_with_rls.sql
hotel_contacts	update_hotel_contacts_updated_at	017_create_staff_tables_with_rls.sql
hotel_staff	auto_populate_hotel_staff_tenant_id	017_create_staff_tables_with_rls.sql
hotel_staff	update_hotel_staff_updated_at	017_create_staff_tables_with_rls.sql
hotel_staff_rates	audit_hotel_staff_rates	252_remaining_reference_tables.sql (dynamic)
hotel_staff_rates	trigger_hotel_staff_rates_updated_at	112_create_hotel_staff_rates.sql
invoice_payments	auto_populate_invoice_payment_tenant_trigger	006_financial_tables_multi_tenancy.sql
invoice_payments	update_invoice_on_payment_trigger	006_financial_tables_multi_tenancy.sql
invoice_reminders	auto_populate_invoice_reminder_tenant_trigger	018_invoice_reminders_with_rls.sql
invoices	update_invoices_updated_at	006_financial_tables_multi_tenancy.sql
itineraries	trigger_itineraries_assignee_tenant	272_trip_assignee.sql
itineraries	update_itineraries_updated_at	000_foundation_tables.sql
itinerary_days	auto_populate_itinerary_days_tenant_id	020_itinerary_related_tables_rls.sql
itinerary_days	update_itinerary_days_updated_at	000_foundation_tables.sql
itinerary_resources	ensure_resource_tenant_id	005_create_itinerary_resources.sql
itinerary_resources	update_itinerary_resources_updated_at	005_create_itinerary_resources.sql
itinerary_services	auto_populate_itinerary_services_tenant_id	020_itinerary_related_tables_rls.sql
itinerary_services	update_itinerary_services_updated_at	000_foundation_tables.sql
meal_rates	audit_meal_rates	252_remaining_reference_tables.sql (dynamic)
meal_rates	trigger_meal_rates_updated_at	114_add_meal_rates_columns.sql
nile_cruises	audit_nile_cruises	252_remaining_reference_tables.sql (dynamic)
operator_capacity	update_operator_capacity_updated_at	127_create_operator_capacity.sql
payments	update_payments_updated_at	006_financial_tables_multi_tenancy.sql
restaurant_contacts	auto_populate_restaurant_tenant_id	012_restaurant_contacts_rls.sql
restaurant_contacts	update_restaurant_contacts_updated_at	012_restaurant_contacts_rls.sql
sleeping_train_rates	audit_sleeping_train_rates	252_remaining_reference_tables.sql (dynamic)
sleeping_train_rates	trigger_sleeping_train_rates_updated_at	107_create_sleeping_train_rates.sql
subscription_plans	trigger_subscription_plans_updated_at	030_admin_billing_fixed.sql
supplier_documents	update_supplier_documents_updated_at	034_create_supplier_documents.sql
supplier_invoices	trigger_supplier_invoices_updated_at	216_supplier_invoices.sql
suppliers	auto_set_tenant_suppliers	009_suppliers_multi_tenancy.sql
suppliers	sync_supplier_name_trigger	010_suppliers_missing_columns.sql
suppliers	sync_supplier_status_trigger	010_suppliers_missing_columns.sql
suppliers	sync_supplier_type_trigger	010_suppliers_missing_columns.sql
suppliers	update_suppliers_updated_at	009_suppliers_multi_tenancy.sql
suppliers	validate_supplier_parent_tenant_trigger	009_suppliers_multi_tenancy.sql
tasks	auto_set_tenant_tasks	008_team_tasks_multi_tenancy.sql
tasks	update_tasks_updated_at	008_team_tasks_multi_tenancy.sql
team_members	auto_set_tenant_team_members	008_team_tasks_multi_tenancy.sql
team_members	trg_link_user_on_team_member	265_link_user_on_team_member_write.sql
team_members	update_team_members_updated_at	008_team_tasks_multi_tenancy.sql
tenant_features	update_tenant_features_updated_at	002_phase1b_multi_tenancy.sql
tenant_invitations	trigger_expire_invitations	030_admin_billing_fixed.sql
tenant_invitations	trigger_tenant_invitations_updated_at	030_admin_billing_fixed.sql
tenant_members	trg_link_team_member	264_link_team_members_to_users.sql
tenant_members	update_tenant_members_updated_at	002_phase1b_multi_tenancy.sql
tenant_subscriptions	trigger_tenant_subscriptions_updated_at	030_admin_billing_fixed.sql
tenant_usage	trigger_tenant_usage_updated_at	030_admin_billing_fixed.sql
tenants	trigger_single_primary_tenant	135_add_primary_tenant_flag.sql
tenants	update_tenants_updated_at	001_phase1_core_tables.sql
tipping_rates	audit_tipping_rates	252_remaining_reference_tables.sql (dynamic)
tipping_rates	trigger_tipping_rates_updated_at	111_create_tipping_rates.sql
tour_departures	auto_update_departure_status	128_create_tour_departures.sql
tour_departures	update_tour_departures_updated_at	128_create_tour_departures.sql
tour_templates	update_tour_templates_updated_at	000_foundation_tables.sql
train_rates	audit_train_rates	252_remaining_reference_tables.sql (dynamic)
train_rates	trigger_train_rates_updated_at	108_create_train_rates.sql
transportation_rates	audit_transportation_rates	252_remaining_reference_tables.sql (dynamic)
user_preferences	update_user_preferences_updated_at	011_user_tables_rls.sql
user_profiles	update_user_profiles_updated_at	000_foundation_tables.sql
user_settings	update_user_settings_updated_at	011_user_tables_rls.sql
vehicles	update_vehicles_updated_at	000_foundation_tables.sql
whatsapp_conversations	auto_populate_whatsapp_conversations_tenant_id	019_client_related_tables.sql
whatsapp_conversations	trg_sync_whatsapp_to_unified	125_unified_conversations.sql
whatsapp_conversations	update_whatsapp_conversations_updated_at	019_client_related_tables.sql
whatsapp_messages	auto_populate_whatsapp_messages_tenant_id	019_client_related_tables.sql
whatsapp_messages	trg_sync_whatsapp_message_text	204_align_whatsapp_messages.sql
whatsapp_messages	trg_update_unified_on_whatsapp	125_unified_conversations.sql
writing_rules	trigger_writing_rules_updated_at	120_create_writing_rules_table.sql
